'y-axis saved as y
'x,LKL063_Sr85Na15Pd3O4_testingdecomp.xy,Ycalc,Diff,SrPd3O4
37.06258,308,325.580092,-17.5800919,325.580092
37.07571,306,330.092245,-24.0922453,330.092245
37.08884,333,334.848926,-1.84892621,334.848926
37.10197,329,339.866314,-10.8663143,339.866314
37.1151,351,345.161988,5.83801237,345.161988
37.12823,316,350.755069,-34.7550686,350.755069
37.14136,381,356.666389,24.3336109,356.666389
37.15449,356,362.918676,-6.91867632,362.918676
37.16762,373,369.536762,3.46323758,369.536762
37.18075,379,376.547822,2.45217798,376.547822
37.19388,333,383.981642,-50.9816416,383.981642
37.20701,350,391.870926,-41.8709257,391.870926
37.22014,353,400.251646,-47.2516458,400.251646
37.23327,399,409.163439,-10.163439,409.163439
37.2464,350,418.650065,-68.6500647,418.650065
37.25953,421,428.759929,-7.75992852,428.759929
37.27266,383,439.546687,-56.5466867,439.546687
37.28579,413,451.069943,-38.0699428,451.069943
37.29892,379,463.396056,-84.3960557,463.396056
37.31205,390,476.599078,-86.599078,476.599078
37.32518,428,490.76185,-62.7618499,490.76185
37.33831,477,505.977279,-28.9772789,505.977279
37.35144,464,522.349841,-58.3498414,522.349841
37.36458,465,540.011341,-75.0113407,540.011341
37.37771,448,559.068177,-111.068177,559.068177
37.39084,509,579.684492,-70.6844923,579.684492
37.40397,495,602.032343,-107.032343,602.032343
37.4171,536,626.308216,-90.3082157,626.308216
37.43023,527,652.737293,-125.737293,652.737293
37.44336,595,681.578619,-86.5786188,681.578619
37.45649,632,713.131366,-81.1313657,713.131366
37.46962,646,747.742497,-101.742497,747.742497
37.48275,674,785.816175,-111.816175,785.816175
37.49588,693,827.825383,-134.825383,827.825383
37.50901,720,874.326372,-154.326372,874.326372
37.52214,829,925.976735,-96.9767353,925.976735
37.53527,848,983.558162,-135.558162,983.558162
37.5484,901,1048.0053,-147.005297,1048.0053
37.56153,960,1120.4426,-160.4426,1120.4426
37.57466,1038,1202.23178,-164.231785,1202.23178
37.58779,1141,1295.03333,-154.033333,1295.03333
37.60092,1251,1400.88692,-149.886925,1400.88692
37.61405,1374,1522.31741,-148.317409,1522.31741
37.62718,1519,1662.47554,-143.475542,1662.47554
37.64031,1712,1825.3263,-113.326299,1825.3263
37.65344,1882,2015.90249,-133.902485,2015.90249
37.66657,2112,2240.64801,-128.64801,2240.64801
37.6797,2528,2507.8835,20.1164973,2507.8835
37.69283,2872,2828.43602,43.5639757,2828.43602
37.70596,3226,3216.48054,9.51945859,3216.48054
37.71909,3963,3690.63173,272.368274,3690.63173
37.73222,4557,4275.26891,281.731087,4275.26891
37.74535,5455,5001.89553,453.104473,5001.89553
37.75848,6414,5909.84241,504.15759,5909.84241
37.77161,7572,7044.43761,527.562395,7044.43761
37.78474,8977,8448.2672,528.732805,8448.2672
37.79787,10486,10137.1385,348.861459,10137.1385
37.811,11910,12050.3964,-140.396428,12050.3964
37.82413,13204,13980.9548,-776.954794,13980.9548
37.83727,14700,15549.8414,-849.841405,15549.8414
37.8504,15244,16342.5826,-1098.58256,16342.5826
37.86353,15516,16214.4821,-698.482131,16214.4821
37.87666,15562,15426.998,135.001994,15426.998
37.88979,14982,14437.2519,544.748111,14437.2519
37.90292,14236,13594.6151,641.384864,13594.6151
37.91605,13326,13007.6868,318.31315,13007.6868
37.92918,12474,12558.5968,-84.5967536,12558.5968
37.94231,11431,12000.1473,-569.147307,12000.1473
37.95544,10438,11130.0256,-692.025578,11130.0256
37.96857,9441,9943.61464,-502.614642,9943.61464
37.9817,8506,8608.90556,-102.905556,8608.90556
37.99483,7322,7315.17591,6.82409454,7315.17591
38.00796,6428,6174.75346,253.246536,6174.75346
38.02109,5343,5221.158,121.841996,5221.158
38.03422,4634,4443.48173,190.518269,4443.48173
38.04735,3828,3814.58164,13.4183599,3814.58164
38.06048,3248,3305.5502,-57.5502044,3305.5502
38.07361,2755,2891.1672,-136.167203,2891.1672
38.08674,2436,2551.10079,-115.100792,2551.10079
38.09987,2089,2269.50675,-180.506747,2269.50675
38.113,1901,2034.19705,-133.197046,2034.19705
38.12613,1617,1835.81747,-218.817469,1835.81747
38.13926,1554,1667.16437,-113.164367,1667.16437
38.15239,1349,1522.65478,-173.654778,1522.65478
38.16552,1282,1397.92759,-115.927594,1397.92759
38.17865,1176,1289.54699,-113.546987,1289.54699
38.19178,1059,1194.78247,-135.782474,1194.78247
38.20491,1059,1111.44544,-52.4454428,1111.44544
38.21804,968,1037.76701,-69.7670148,1037.76701
38.23117,895,972.306163,-77.3061628,972.306163
38.2443,779,913.880073,-134.880073,913.880073
38.25743,802,861.510937,-59.5109367,861.510937
38.27056,765,814.384974,-49.3849736,814.384974
38.28369,763,771.820617,-8.8206167,771.820617
38.29682,694,733.243623,-39.2436232,733.243623
38.30996,645,698.142028,-53.1420279,698.142028
38.32309,603,666.154475,-63.154475,666.154475
38.33622,580,636.898351,-56.8983507,636.898351
38.34935,568,610.068606,-42.0686058,610.068606
38.36248,533,585.401724,-52.4017241,585.401724
38.37561,531,562.669112,-31.669112,562.669112
38.38874,530,541.671683,-11.6716833,541.671683
38.40187,447,522.235399,-75.2353988,522.235399
38.415,488,504.207572,-16.2075721,504.207572
38.42813,447,487.453797,-40.4537972,487.453797
38.44126,427,471.855379,-44.8553789,471.855379
38.45439,468,457.307176,10.6928243,457.307176
38.46752,427,443.715781,-16.7157805,443.715781
38.48065,394,430.997981,-36.9979808,430.997981
38.49378,380,419.079449,-39.0794489,419.079449
38.50691,404,407.893625,-3.89362546,407.893625
38.52004,361,397.380763,-36.3807629,397.380763
38.53317,331,387.487104,-56.4871039,387.487104
38.5463,325,378.164174,-53.1641736,378.164174
38.55943,354,369.368167,-15.3681671,369.368167
38.57256,346,361.059419,-15.0594186,361.059419
38.58569,354,353.20194,0.798059912,353.20194
38.59882,319,345.763018,-26.7630185,345.763018
38.61195,317,338.712864,-21.7128635,338.712864
38.62508,317,332.0243,-15.0242996,332.0243
38.63821,275,325.672494,-50.672494,325.672494
38.65134,283,319.634718,-36.6347185,319.634718
38.66447,292,313.890138,-21.8901383,313.890138
38.6776,291,308.419625,-17.4196255,308.419625
38.69073,275,303.205593,-28.2055935,303.205593
38.70386,273,298.23185,-25.23185,298.23185
38.71699,244,293.483466,-49.4834665,293.483466
38.73012,264,288.946661,-24.9466609,288.946661
38.74325,255,284.608694,-29.6086936,284.608694
38.75638,262,280.457774,-18.4577741,280.457774
38.76952,279,276.480018,2.51998236,276.480018
38.78265,230,272.67133,-42.6713303,272.67133
38.79578,255,269.01921,-14.01921,269.01921
38.80891,219,265.514905,-46.5149053,265.514905
38.82204,260,262.150271,-2.15027095,262.150271
38.83517,259,258.917718,0.0822821071,258.917718
38.8483,235,255.810168,-20.8101683,255.810168
38.86143,226,252.821015,-26.8210148,252.821015
38.87456,219,249.944083,-30.9440831,249.944083
38.88769,197,247.173599,-50.1735985,247.173599
38.90082,214,244.504155,-30.5041553,244.504155
38.91395,200,241.931086,-41.9310859,241.931086
38.92708,234,239.448846,-5.44884604,239.448846
38.94021,226,237.053375,-11.0533752,237.053375
38.95334,202,234.740486,-32.7404863,234.740486
38.96647,221,232.506244,-11.5062437,232.506244
38.9796,217,230.346945,-13.3469446,230.346945
38.99273,200,228.259103,-28.2591033,228.259103
39.00586,207,226.239436,-19.2394357,226.239436
39.01899,196,224.284846,-28.2848456,224.284846
39.03212,206,222.392412,-16.3924118,222.392412
39.04525,182,220.559376,-38.5593763,220.559376
39.05838,193,218.783134,-25.7831336,218.783134
39.07151,179,217.061221,-38.0612207,217.061221
39.08464,192,215.391308,-23.3913077,215.391308
39.09777,178,213.771189,-35.7711891,213.771189
39.1109,194,212.198776,-18.1987762,212.198776
39.12403,174,210.67209,-36.6720896,210.67209
39.13716,168,209.189252,-41.1892524,209.189252
39.15029,192,207.748484,-15.7484838,207.748484
39.16342,167,206.348093,-39.3480933,206.348093
39.17655,206,204.986475,1.01352467,204.986475
39.18968,198,203.662104,-5.662104,203.662104
39.20281,161,202.373529,-41.3735285,202.373529
39.21594,172,201.119369,-29.1193688,201.119369
39.22907,182,199.898311,-17.8983112,199.898311
39.24221,179,198.708212,-19.7082116,198.708212
39.25534,171,197.549688,-26.5496877,197.549688
39.26847,180,196.420687,-16.4206866,196.420687
39.2816,153,195.320125,-42.3201252,195.320125
39.29473,147,194.24697,-47.2469702,194.24697
39.30786,178,193.200235,-15.2002351,193.200235
39.32099,179,192.178978,-13.1789781,192.178978
39.33412,185,191.1823,-6.1822997,191.1823
39.34725,159,190.20934,-31.2093399,190.20934
39.36038,194,189.259277,4.74072343,189.259277
39.37351,157,188.331323,-31.3313234,188.331323
39.38664,153,187.424728,-34.4247281,187.424728
39.39977,150,186.53877,-36.5387703,186.53877
39.4129,163,185.67276,-22.6727602,185.67276
39.42603,183,184.826037,-1.82603727,184.826037
39.43916,159,183.997968,-24.9979682,183.997968
39.45229,164,183.187946,-19.1879458,183.187946
39.46542,183,182.395388,0.604611863,182.395388
39.47855,160,181.619737,-21.6197365,181.619737
39.49168,176,180.860455,-4.8604549,180.860455
39.50481,163,180.117029,-17.1170287,180.117029
39.51794,168,179.388964,-11.3889637,179.388964
39.53107,155,178.675785,-23.6757852,178.675785
39.5442,150,177.977037,-27.9770367,177.977037
39.55733,127,177.29228,-50.2922798,177.29228
39.57046,156,176.621093,-20.6210926,176.621093
39.58359,170,175.963069,-5.96306937,175.963069
39.59672,148,175.31782,-27.3178198,175.31782
39.60985,173,174.684968,-1.68496807,174.684968
39.62298,145,174.064152,-29.0641525,174.064152
39.63611,163,173.455025,-10.4550246,173.455025
39.64924,152,172.857249,-20.8572487,172.857249
39.66237,166,172.270502,-6.27050155,172.270502
39.6755,152,171.694471,-19.6944713,171.694471
39.68863,154,171.128857,-17.1288573,171.128857
39.70176,158,170.57337,-12.5733698,170.57337
39.7149,161,170.027317,-9.02731738,170.027317
39.72803,150,169.491261,-19.4912608,169.491261
39.74116,153,168.964521,-15.9645207,168.964521
39.75429,140,168.446845,-28.4468454,168.446845
39.76742,157,167.937992,-10.9379922,167.937992
39.78055,145,167.437727,-22.4377267,167.437727
39.79368,155,166.945822,-11.9458221,166.945822
39.80681,148,166.46206,-18.4620596,166.46206
39.81994,174,165.986227,8.01377253,165.986227
39.83307,147,165.518121,-18.5181211,165.518121
39.8462,150,165.057542,-15.0575425,165.057542
39.85933,150,164.6043,-14.6043003,164.6043
39.87246,143,164.224876,-21.2248756,164.224876
39.88559,161,163.785845,-2.78584476,163.785845
39.89872,157,163.353612,-6.3536125,163.353612
39.91185,148,162.928011,-14.9280109,162.928011
39.92498,144,162.508877,-18.5088772,162.508877
39.93811,147,162.096054,-15.096054,162.096054
39.95124,126,161.689389,-35.6893887,161.689389
39.96437,181,161.288733,19.7112668,161.288733
39.9775,153,160.893944,-7.89394434,160.893944
39.99063,159,160.504883,-1.50488313,160.504883
40.00376,154,160.121415,-6.12141486,160.121415
40.01689,147,159.743409,-12.7434089,159.743409
40.03002,166,159.370739,6.62926147,159.370739
40.04315,147,159.003281,-12.0032808,159.003281
40.05628,159,158.640917,0.359083455,158.640917
40.06941,163,158.28353,4.7164701,158.28353
40.08254,140,157.931009,-17.9310085,157.931009
40.09567,133,157.583243,-24.5832434,157.583243
40.1088,143,157.240129,-14.2401285,157.240129
40.12193,170,156.901561,13.0984389,156.901561
40.13506,148,156.567441,-8.56744109,156.567441
40.14819,159,156.237672,2.76232848,156.237672
40.16132,136,155.912158,-19.912158,155.912158
40.17445,126,155.590809,-29.5908089,155.590809
40.18759,137,155.273295,-18.2732951,155.273295
40.20072,134,154.960013,-20.9600129,154.960013
40.21385,147,154.650635,-7.65063511,154.650635
40.22698,130,154.34508,-24.3450797,154.34508
40.24011,146,154.043267,-8.04326706,154.043267
40.25324,126,153.74512,-27.7451196,153.74512
40.26637,132,153.450562,-21.450562,153.450562
40.2795,137,153.159521,-16.1595208,153.159521
40.29263,155,152.871925,2.12807544,152.871925
40.30576,123,152.587704,-29.5877038,152.587704
40.31889,141,152.306791,-11.3067908,152.306791
40.33202,111,152.02912,-41.0291196,152.02912
40.34515,144,151.754626,-7.75462611,151.754626
40.35828,138,151.483248,-13.4832478,151.483248
40.37141,168,151.214924,16.7850763,151.214924
40.38454,153,150.949594,2.05040551,150.949594
40.39767,159,150.687202,8.31279757,150.687202
40.4108,132,150.427691,-18.4276911,150.427691
40.42393,125,150.171006,-25.1710057,150.171006
40.43706,131,149.917093,-18.9170927,149.917093
40.45019,134,149.6659,-15.6658997,149.6659
40.46332,145,149.417376,-4.41737611,149.417376
40.47645,124,149.171472,-25.1714721,149.171472
40.48958,153,148.928139,4.07186053,148.928139
40.50271,146,148.687331,-2.68733087,148.687331
40.51584,139,148.449,-9.44900031,148.449
40.52897,133,148.213103,-15.2131029,148.213103
40.5421,138,147.979595,-9.97959471,147.979595
40.55523,128,147.748433,-19.7484331,147.748433
40.56836,132,147.519576,-15.5195762,147.519576
40.58149,116,147.292983,-31.2929833,147.292983
40.59462,124,147.068615,-23.0686146,147.068615
40.60775,128,146.846431,-18.8464313,146.846431
40.62088,142,146.626395,-4.62639542,146.626395
40.63401,139,146.40847,-7.40846998,146.40847
40.64715,142,146.192455,-4.1924552,146.192455
40.66028,125,145.978644,-20.9786444,145.978644
40.67341,126,145.766838,-19.766838,145.766838
40.68654,128,145.557002,-17.5570023,145.557002
40.69967,125,145.349104,-20.3491042,145.349104
40.7128,154,145.143112,8.85688833,145.143112
40.72593,139,144.938993,-5.93899315,144.938993
40.73906,119,144.736718,-25.7367179,144.736718
40.75219,141,144.536256,-3.53625591,144.536256
40.76532,121,144.337578,-23.3375778,144.337578
40.77845,133,144.140655,-11.1406547,144.140655
40.79158,151,143.945459,7.05454128,143.945459
40.80471,137,143.751962,-6.75196229,143.751962
40.81784,159,143.560139,15.4398614,143.560139
40.83097,144,143.369961,0.630038693,143.369961
40.8441,146,143.181405,2.8185952,143.181405
40.85723,154,142.994444,11.0055561,142.994444
40.87036,130,142.809054,-12.8090541,142.809054
40.88349,118,142.625211,-24.6252113,142.625211
40.89662,132,142.442892,-10.4428919,142.442892
40.90975,136,142.262073,-6.26207304,142.262073
40.92288,132,142.082732,-10.0827321,142.082732
40.93601,135,141.904847,-6.90484696,141.904847
40.94914,131,141.728396,-10.7283962,141.728396
40.96227,120,141.553359,-21.5533585,141.553359
40.9754,126,141.379713,-15.3797134,141.379713
40.98853,141,141.207441,-0.207440575,141.207441
41.00166,133,141.03652,-8.0365202,141.03652
41.01479,118,140.866933,-22.8669329,140.866933
41.02792,127,140.69866,-13.6986597,140.69866
41.04105,143,140.531682,2.46831805,140.531682
41.05418,126,140.365982,-14.3659815,140.365982
41.06731,125,140.201541,-15.2015406,140.201541
41.08044,142,140.038342,1.96165838,140.038342
41.09357,126,139.876368,-13.8763676,139.876368
41.1067,145,139.715602,5.28439826,139.715602
41.11984,122,139.555907,-17.5559066,139.555907
41.13297,133,139.397509,-6.39750916,139.397509
41.1461,130,139.240272,-9.24027169,139.240272
41.15923,143,139.084179,3.91582121,139.084179
41.17236,115,138.929215,-23.9292154,138.929215
41.18549,138,138.775367,-0.775366649,138.775367
41.19862,129,138.622618,-9.62261815,138.622618
41.21175,118,138.470956,-20.4709557,138.470956
41.22488,130,138.320365,-8.32036534,138.320365
41.23801,128,138.170834,-10.1708335,138.170834
41.25114,126,138.022347,-12.0223469,138.022347
41.26427,139,137.874892,1.12510762,137.874892
41.2774,134,137.728457,-3.72845718,137.728457
41.29053,133,137.583029,-4.58302877,137.583029
41.30366,128,137.438595,-9.43859485,137.438595
41.31679,131,137.295143,-6.2951434,137.295143
41.32992,122,137.152663,-15.1526626,137.152663
41.34305,146,137.011141,8.98885903,137.011141
41.35618,143,136.870567,6.12943285,136.870567
41.36931,140,136.73093,3.26906994,136.73093
41.38244,119,136.592219,-17.5922189,136.592219
41.39557,138,136.454423,1.54557707,136.454423
41.4087,138,136.317532,1.68246815,136.317532
41.42183,123,136.181535,-13.1815354,136.181535
41.43496,128,136.046424,-8.0464237,136.046424
41.44809,129,135.912187,-6.91218687,135.912187
41.46122,131,135.778815,-4.77881538,135.778815
41.47435,115,135.6463,-20.6462999,135.6463
41.48748,104,135.514631,-31.5146312,135.514631
41.50061,117,135.3838,-18.3838003,135.3838
41.51374,133,135.253798,-2.25379844,135.253798
41.52687,124,135.124617,-11.1246171,135.124617
41.54,133,134.992257,-1.99225704,134.992257
41.55313,130,134.864697,-4.86469669,134.864697
41.56626,142,134.737932,7.26206789,134.737932
41.57939,131,134.611955,-3.61195544,134.611955
41.59253,140,134.486664,5.51333604,134.486664
41.60566,123,134.362241,-11.3622408,134.362241
41.61879,127,134.238583,-7.23858305,134.238583
41.63192,119,134.115683,-15.1156835,134.115683
41.64505,133,133.993535,-0.993535084,133.993535
41.65818,133,133.872131,-0.87213106,133.872131
41.67131,139,133.751465,5.24853528,133.751465
41.68444,131,133.63153,-2.63152957,133.63153
41.69757,136,133.512319,2.48768075,133.512319
41.7107,114,133.393828,-19.3938276,133.393828
41.72383,131,133.276049,-2.27604853,133.276049
41.73696,132,133.158976,-1.15897623,133.158976
41.75009,127,133.042605,-6.04260497,133.042605
41.76322,117,132.926929,-15.9269292,132.926929
41.77635,144,132.811944,11.1880565,132.811944
41.78948,144,132.697643,11.3023573,132.697643
41.80261,152,132.584022,19.4159784,132.584022
41.81574,122,132.471075,-10.4710753,132.471075
41.82887,120,132.358799,-12.358799,132.358799
41.842,126,132.247188,-6.24718813,132.247188
41.85513,136,132.136238,3.86376184,132.136238
41.86826,129,132.025945,-3.02594478,132.025945
41.88139,124,131.916304,-7.9163038,131.916304
41.89452,129,131.807311,-2.80731121,131.807311
41.90765,129,131.698963,-2.69896315,131.698963
41.92078,124,131.591256,-7.59125589,131.591256
41.93391,125,131.484186,-6.48418589,131.484186
41.94704,119,131.37775,-12.3777497,131.37775
41.96017,139,131.271944,7.72805582,131.271944
41.9733,128,131.166766,-3.16676614,131.166766
41.98643,143,131.062213,11.9377873,131.062213
41.99956,135,130.958281,4.04171895,130.958281
42.01269,138,130.854969,7.14503138,130.854969
42.02582,141,130.752273,10.247727,130.752273
42.03895,137,130.650192,6.34980819,130.650192
42.05209,143,130.548646,12.451354,130.548646
42.06522,140,130.447788,9.55221185,130.447788
42.07835,141,130.347539,10.652461,130.347539
42.09148,137,130.247897,6.75210309,130.247897
42.10461,149,130.148861,18.8511395,130.148861
42.11774,136,130.050429,5.94957141,130.050429
42.13087,157,129.9526,27.0473999,129.9526
42.144,151,129.855374,21.1446258,129.855374
42.15713,142,129.75875,12.2412499,129.75875
42.17026,144,129.662728,14.3372724,129.662728
42.18339,141,129.567306,11.4326938,129.567306
42.19652,138,129.472486,8.52751405,129.472486
42.20965,135,129.378267,5.62173297,129.378267
42.22278,126,129.28465,-3.28464979,129.28465
42.23591,107,129.191635,-22.1916349,129.191635
42.24904,132,129.108906,2.89109378,129.108906
42.26217,135,129.017107,5.98289302,129.017107
42.2753,123,128.925913,-5.92591327,128.925913
42.28843,148,128.835327,19.1646733,128.835327
42.30156,130,128.745349,1.254651,128.745349
42.31469,114,128.655982,-14.6559824,128.655982
42.32782,120,128.567229,-8.56722917,128.567229
42.34095,118,128.479092,-10.479092,128.479092
42.35408,121,128.391574,-7.39157398,128.391574
42.36721,135,128.304678,6.69532176,128.304678
42.38034,119,128.218408,-9.21840843,128.218408
42.39347,104,128.132768,-24.1327685,128.132768
42.4066,122,128.047763,-6.04776265,128.047763
42.41973,152,127.963396,24.0366044,127.963396
42.43286,151,127.879672,23.1203277,127.879672
42.44599,117,127.796598,-10.7965983,127.796598
42.45912,111,127.714179,-16.7141792,127.714179
42.47225,121,127.632421,-6.63242139,127.632421
42.48538,112,127.551332,-15.5513315,127.551332
42.49851,135,127.470917,7.52908327,127.470917
42.51164,126,127.391185,-1.39118467,127.391185
42.52478,130,127.312084,2.68791642,127.312084
42.53791,116,127.233742,-11.2337425,127.233742
42.55104,116,127.15611,-11.1561102,127.15611
42.56417,118,127.079197,-9.07919661,127.079197
42.5773,113,127.003012,-14.0030121,127.003012
42.59043,119,126.927568,-7.92756778,126.927568
42.60356,111,126.852875,-15.8528754,126.852875
42.61669,111,126.778948,-15.7789476,126.778948
42.62982,133,126.705797,6.29420254,126.705797
42.64295,140,126.633439,13.3665609,126.633439
42.65608,105,126.561888,-21.5618875,126.561888
42.66921,110,126.491158,-16.4911583,126.491158
42.68234,141,126.421268,14.5787316,126.421268
42.69547,136,126.352235,9.64776468,126.352235
42.7086,122,126.284078,-4.28407794,126.284078
42.72173,106,126.216816,-20.2168161,126.216816
42.73486,105,126.150471,-21.1504708,126.150471
42.74799,122,126.085064,-4.08506443,126.085064
42.76112,136,126.020621,9.97937947,126.020621
42.77425,140,125.957164,14.0428359,125.957164
42.78738,122,125.894722,-3.89472177,125.894722
42.80051,133,125.833322,7.16667849,125.833322
42.81364,119,125.772993,-6.77299314,125.772993
42.82677,122,125.713768,-3.71376825,125.713768
42.8399,130,125.65568,4.34431968,125.65568
42.85303,105,125.598765,-20.5987649,125.598765
42.86616,97,125.54306,-28.5430597,125.54306
42.87929,109,125.488605,-16.4886047,125.488605
42.89242,117,125.435443,-8.43544258,125.435443
42.90555,131,125.383618,5.61638156,125.383618
42.91868,118,125.33318,-7.33318035,125.33318
42.93181,129,125.284179,3.71582056,125.284179
42.94494,130,125.23667,4.76332989,125.23667
42.95807,110,125.19071,-15.1907103,125.19071
42.9712,110,125.146362,-15.1463617,125.146362
42.98433,113,125.10369,-12.1036901,125.10369
42.99747,119,125.062735,-6.06273523,125.062735
43.0106,125,125.023634,-0.0236343646,125.023634
43.02373,117,124.986436,-7.98643571,124.986436
43.03686,111,124.951225,-13.9512248,124.951225
43.04999,123,124.918093,-1.91809323,124.918093
43.06312,123,124.887139,-1.8871389,124.887139
43.07625,114,124.858467,-10.8584668,124.858467
43.08938,113,124.83219,-11.8321896,124.83219
43.10251,123,124.808428,-1.80842803,124.808428
43.11564,121,124.787312,-3.78731193,124.787312
43.12877,105,124.768981,-19.7689809,124.768981
43.1419,106,124.753585,-18.7535851,124.753585
43.15503,117,124.741286,-7.74128644,124.741286
43.16816,115,124.732259,-9.73225947,124.732259
43.18129,109,124.726693,-15.7266926,124.726693
43.19442,114,124.72479,-10.7247897,124.72479
43.20755,101,124.726771,-23.726771,124.726771
43.22068,128,124.732876,3.26712446,124.732876
43.23381,101,124.743362,-23.7433623,124.743362
43.24694,114,124.758513,-10.7585128,124.758513
43.26007,129,124.778633,4.22136698,124.778633
43.2732,124,124.804056,-0.804056463,124.804056
43.28633,110,124.835147,-14.8351467,124.835147
43.29946,113,124.872301,-11.8723011,124.872301
43.31259,130,124.915954,5.08404592,124.915954
43.32572,120,124.966582,-4.96658199,124.966582
43.33885,120,125.024708,-5.02470757,125.024708
43.35198,118,125.090906,-7.09090561,125.090906
43.36511,110,125.165809,-15.1658093,125.165809
43.37824,123,125.250117,-2.2501174,125.250117
43.39137,137,125.344603,11.6553973,125.344603
43.4045,122,125.450121,-3.45012132,125.450121
43.41763,128,125.567624,2.43237593,125.567624
43.43076,125,125.698169,-0.69816898,125.698169
43.44389,107,125.842936,-18.8429362,125.842936
43.45702,122,126.003245,-4.00324549,126.003245
43.47016,133,126.180719,6.81928133,126.180719
43.48329,111,126.376748,-15.3767479,126.376748
43.49642,124,126.593336,-2.59333612,126.593336
43.50955,133,126.832601,6.16739856,126.832601
43.52268,109,127.096945,-18.0969451,127.096945
43.53581,121,127.389098,-6.38909825,127.389098
43.54894,130,127.712177,2.28782271,127.712177
43.56207,117,128.069751,-11.069751,128.069751
43.5752,136,128.465921,7.53407862,128.465921
43.58833,127,128.905421,-1.90542119,128.905421
43.60146,123,129.393734,-6.39373381,129.393734
43.61459,102,129.937239,-27.9372394,129.937239
43.62772,140,130.543396,9.4566043,130.543396
43.64085,112,131.220961,-19.2209614,131.220961
43.65398,128,131.980276,-3.98027576,131.980276
43.66711,132,132.833609,-0.833609221,132.833609
43.68024,134,133.795606,0.204393695,133.795606
43.69337,129,134.88385,-5.88384953,134.88385
43.7065,110,136.119582,-26.1195817,136.119582
43.71963,122,137.528638,-15.5286382,137.528638
43.73276,140,139.142658,0.857342101,139.142658
43.74589,132,141.037207,-9.03720676,141.037207
43.75902,138,143.187758,-5.18775824,143.187758
43.77215,153,145.691549,7.30845124,145.691549
43.78528,118,148.625243,-30.6252429,148.625243
43.79841,154,152.086329,1.91367068,152.086329
43.81154,139,156.199644,-17.1996444,156.199644
43.82467,139,161.125972,-22.1259721,161.125972
43.8378,156,167.073133,-11.0731331,167.073133
43.85093,162,174.309622,-12.3096217,174.309622
43.86406,181,183.179665,-2.17966459,183.179665
43.87719,201,194.115419,6.88458072,194.115419
43.89032,217,207.672204,9.3277965,207.672204
43.90345,211,224.332007,-13.3320072,224.332007
43.91658,263,244.582876,18.4171244,244.582876
43.92972,265,268.441383,-3.44138259,268.441383
43.94285,291,294.780525,-3.78052515,294.780525
43.95598,292,320.669144,-28.6691443,320.669144
43.96911,324,341.190627,-17.1906268,341.190627
43.98224,346,351.263131,-5.26313121,351.263131
43.99537,351,349.01237,1.98762979,349.01237
44.0085,355,337.422333,17.5776671,337.422333
44.02163,354,322.178972,31.821028,322.178972
44.03476,339,308.27787,30.7221304,308.27787
44.04789,304,298.332879,5.66712057,298.332879
44.06102,275,292.504016,-17.5040163,292.504016
44.07415,303,288.914122,14.0858779,288.914122
44.08728,252,284.3736,-32.3736004,284.3736
44.10041,254,275.896892,-21.896892,275.896892
44.11354,255,262.537086,-7.53708636,262.537086
44.12667,254,245.801863,8.19813683,245.801863
44.1398,228,228.225287,-0.225286879,228.225287
44.15293,203,211.806681,-8.80668066,211.806681
44.16606,197,197.512682,-0.512681509,197.512682
44.17919,170,185.532187,-15.5321866,185.532187
44.19232,185,175.663657,9.33634313,175.663657
44.20545,175,167.575753,7.42424738,167.575753
44.21858,158,160.934279,-2.934279,160.934279
44.23171,158,155.449341,2.5506594,155.449341
44.24484,125,150.885147,-25.8851473,150.885147
44.25797,128,147.055394,-19.0553936,147.055394
44.2711,140,143.814581,-3.81458056,143.814581
44.28423,123,141.049361,-18.049361,141.049361
44.29736,124,138.671209,-14.6712088,138.671209
44.31049,141,136.610615,4.38938531,136.610615
44.32362,130,134.812629,-4.8126292,134.812629
44.33675,134,133.233486,0.766514193,133.233486
44.34988,141,131.838054,9.16194598,131.838054
44.36301,147,130.597917,16.4020833,130.597917
44.37614,147,129.489913,17.5100871,129.489913
44.38927,120,128.495029,-8.49502861,128.495029
44.40241,134,127.596898,6.40310163,127.596898
44.41554,124,126.783794,-2.78379369,126.783794
44.42867,116,126.044048,-10.0440476,126.044048
44.4418,126,125.368435,0.631565441,125.368435
44.45493,129,124.74914,4.25086035,124.74914
44.46806,115,124.179508,-9.17950811,124.179508
44.48119,127,123.653845,3.34615531,123.653845
44.49432,81,123.167252,-42.1672523,123.167252
44.50745,120,122.715501,-2.71550138,122.715501
44.52058,114,122.294924,-8.29492354,122.294924
44.53371,110,121.902324,-11.9023243,121.902324
44.54684,110,121.534911,-11.5349115,121.534911
44.55997,112,121.190236,-9.19023565,121.190236
44.5731,119,120.866141,-1.86614074,120.866141
44.58623,97,120.560723,-23.5607229,120.560723
44.59936,121,120.272295,0.727704504,120.272295
44.61249,107,119.99936,-12.9993604,119.99936
44.62562,124,119.740583,4.25941718,119.740583
44.63875,103,119.49477,-16.4947704,119.49477
44.65188,104,119.260856,-15.2608555,119.260856
44.66501,125,119.037879,5.96212052,119.037879
44.67814,116,118.82498,-2.82497984,118.82498
44.69127,120,118.621379,1.37862126,118.621379
44.7044,112,118.426373,-6.42637319,118.426373
44.71753,111,118.239327,-7.23932653,118.239327
