#X	data
5.01157	0.08201771274547555
5.0247	0.08336542164035425
5.0378300000000005	0.08490566037735849
5.05096	0.07720446669233731
5.06409	0.08336542164035425
5.07722	0.08124759337697343
5.09035	0.08817866769349249
5.10348	0.07758952637658838
5.11661	0.07585675779745861
5.12974	0.0829803619561032
5.142869999999999	0.08028494416634578
5.156	0.0829803619561032
5.16913	0.08028494416634578
5.182259999999999	0.07874470542934155
5.19539	0.08201771274547555
5.20852	0.07681940700808626
5.22165	0.08009241432422025
5.234780000000001	0.07412398921832884
5.24791	0.07566422795533308
5.26104	0.07797458606083943
5.27417	0.07547169811320754
5.2873	0.06969580284944166
5.30043	0.07912976511359261
5.31356	0.06950327300731614
5.32669	0.08240277242972661
5.33982	0.06700038505968425
5.35295	0.08221024258760108
5.36608	0.08702348864073932
5.37921	0.07932229495571813
5.39234	0.07470157874470543
5.405469999999999	0.07739699653446284
5.4186	0.08009241432422025
5.43173	0.07701193685021178
5.44486	0.08509819021948402
5.457990000000001	0.07085098190219484
5.47112	0.08221024258760108
5.48426	0.07912976511359261
5.49739	0.07604928763958413
5.51052	0.0712360415864459
5.52365	0.07662687716596073
5.53678	0.07335386984982672
5.54991	0.07470157874470543
5.56304	0.08086253369272237
5.576169999999999	0.07547169811320754
5.5893	0.07874470542934155
5.60243	0.07008086253369272
5.615559999999999	0.07008086253369272
5.62869	0.08355795148247978
5.64182	0.08067000385059685
5.65495	0.08086253369272237
5.668080000000001	0.07296881016557566
5.68121	0.07489410858683096
5.69434	0.07739699653446284
5.70747	0.0797073546399692
5.7206	0.07335386984982672
5.73373	0.0764343473238352
5.74686	0.06950327300731614
5.75999	0.0712360415864459
5.77312	0.0712360415864459
5.78625	0.07046592221794377
5.79938	0.07181363111282249
5.81251	0.0679630342703119
5.82564	0.0777820562187139
5.838769999999999	0.07989988448209473
5.8519	0.0764343473238352
5.86503	0.07181363111282249
5.87816	0.0777820562187139
5.891290000000001	0.07316134000770119
5.90442	0.07604928763958413
5.91755	0.07046592221794377
5.930680000000001	0.07604928763958413
5.94382	0.07219869079707354
5.95695	0.07797458606083943
5.97008	0.07335386984982672
5.98321	0.07142857142857142
5.99634	0.07200616095494802
6.009469999999999	0.07219869079707354
6.0226	0.07855217558721601
6.03573	0.07316134000770119
6.0488599999999995	0.07046592221794377
6.06199	0.07508663842895649
6.07512	0.07547169811320754
6.08825	0.07489410858683096
6.101380000000001	0.07296881016557566
6.11451	0.07508663842895649
6.12764	0.07085098190219484
6.14077	0.0764343473238352
6.1539	0.07296881016557566
6.1670300000000005	0.07624181748170966
6.18016	0.07489410858683096
6.19329	0.07508663842895649
6.20642	0.07239122063919907
6.21955	0.06834809395456296
6.23268	0.07701193685021178
6.24581	0.07046592221794377
6.25894	0.07489410858683096
6.272069999999999	0.07354639969195226
6.2852	0.07316134000770119
6.29833	0.07547169811320754
6.31146	0.07431651906045438
6.32459	0.07335386984982672
6.33772	0.07547169811320754
6.35085	0.07277628032345014
6.363980000000001	0.07065845206006931
6.37711	0.07296881016557566
6.39024	0.07239122063919907
6.40337	0.07181363111282249
6.41651	0.07296881016557566
6.42964	0.0641124374278013
6.442769999999999	0.07181363111282249
6.4559	0.07085098190219484
6.46903	0.07200616095494802
6.4821599999999995	0.07585675779745861
6.49529	0.07200616095494802
6.50842	0.0693107431651906
6.52155	0.07912976511359261
6.534680000000001	0.07142857142857142
6.54781	0.07181363111282249
